player_name,season,team,position,age,games_played,games_started,games_started_percentage,awards,salary,salary_formatted,salary_rank,mpg,ppg,rpg,apg,spg,bpg,tov_pg,pf_pg,fg_pct,three_pt_pct,ft_pct,efg_pct,three_pm_pg,three_pa_pg,total_points,total_rebounds,total_assists,total_steals,total_blocks,PER,TS_pct,usage_pct,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,points_per_million,salary_per_win_share,salary_per_vorp,salary_tier,scoring_tier,impact_tier,is_mvp_candidate,is_allstar,is_all_nba_first,is_dpoy_candidate,season_year
Jalen Williams,2023-24,OKC,PF,22.0,71.0,71.0,100.0,CPOY-12,4558680.0,"$4,558,680",254.0,31.3,19.1,4.0,4.5,1.1,0.6,1.7,2.5,0.54,0.427,0.814,0.592,1.5,3.4,1355.0,282.0,322.0,80.0,45.0,19.1,0.621,23.7,1.9,11.8,7.1,21.3,1.7,1.9,10.1,4.5,2.7,7.3,0.157,2.0,0.3,2.3,2.4,4.19,624477.0,1899450.0,Other,Starter (15-20 PPG),Above Average (2-4 VORP),0,0,0,0,2023
Saddiq Bey,2023-24,ATL,SF,24.0,63.0,51.0,81.0,,4556983.0,"$4,556,983",255.0,32.7,13.7,6.5,1.5,0.8,0.2,0.9,1.4,0.416,0.316,0.837,0.497,1.8,5.7,863.0,411.0,92.0,51.0,11.0,13.1,0.549,17.0,8.5,13.4,10.9,6.0,1.2,0.5,6.4,2.8,0.7,3.5,0.081,0.1,-2.0,-1.8,0.1,3.01,1301995.0,45569830.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Gradey Dick,2023-24,TOR,SG,20.0,60.0,17.0,28.3,,4536708.0,"$4,536,708",256.0,21.1,8.5,2.2,1.1,0.6,0.0,0.8,1.5,0.425,0.365,0.863,0.524,1.5,4.0,510.0,132.0,68.0,34.0,2.0,8.9,0.546,17.4,2.3,9.3,5.7,7.4,1.3,0.1,9.7,-0.1,0.4,0.3,0.01,-3.2,-2.2,-5.4,-1.1,1.87,15122360.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Taurean Prince,2023-24,LAL,PF,29.0,78.0,49.0,62.8,,4516000.0,"$4,516,000",257.0,27.0,8.9,2.9,1.5,0.7,0.4,0.9,1.9,0.442,0.396,0.735,0.566,1.8,4.6,697.0,230.0,119.0,58.0,35.0,8.8,0.579,13.8,1.2,10.5,6.1,7.2,1.3,1.4,10.8,0.3,1.7,1.9,0.043,-2.6,-0.2,-2.8,-0.4,1.97,2376842.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Jalen McDaniels,2023-24,TOR,SF,26.0,50.0,1.0,2.0,,4516000.0,"$4,516,000",257.0,10.8,3.4,1.6,0.7,0.4,0.1,0.6,1.0,0.344,0.169,0.73,0.376,0.2,1.4,169.0,79.0,37.0,19.0,6.0,5.0,0.412,18.7,3.6,12.7,8.1,9.1,1.7,1.0,12.8,-1.1,0.3,-0.8,-0.074,-7.2,-1.8,-9.0,-1.0,0.75,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Precious Achiuwa,2023-24,TOR,C,24.0,25.0,0.0,0.0,,4379526.0,"$4,379,526",259.0,17.5,7.7,5.4,1.8,0.6,0.5,1.2,1.6,0.459,0.277,0.571,0.497,0.5,1.9,193.0,136.0,44.0,16.0,12.0,15.0,0.512,21.2,12.3,22.1,17.1,14.5,1.8,2.4,13.3,0.0,0.4,0.4,0.048,-1.4,-0.2,-1.6,0.0,1.76,10948815.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Precious Achiuwa,2023-24,2TM,C,24.0,74.0,18.0,24.3,,4379526.0,"$4,379,526",259.0,21.9,7.6,6.6,1.3,0.6,0.9,1.1,1.9,0.501,0.268,0.616,0.529,0.4,1.3,565.0,487.0,97.0,46.0,68.0,14.6,0.545,15.9,13.0,20.5,16.7,8.4,1.4,3.9,13.8,1.2,2.2,3.4,0.102,-1.7,0.3,-1.4,0.2,1.74,1288096.0,21897630.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Precious Achiuwa,2023-24,NYK,PF,24.0,49.0,18.0,36.7,,4379526.0,"$4,379,526",259.0,24.2,7.6,7.2,1.1,0.6,1.1,1.1,2.1,0.525,0.26,0.643,0.547,0.3,1.0,372.0,351.0,53.0,30.0,56.0,14.5,0.564,14.0,13.3,19.9,16.6,6.2,1.3,4.4,14.1,1.2,1.8,3.0,0.122,-1.9,0.5,-1.4,0.2,1.74,1459842.0,21897630.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Tyrese Maxey,2023-24,PHI,PG,23.0,70.0,70.0,100.0,"MIP-1,AS",4343920.0,"$4,343,920",260.0,37.5,25.9,3.7,6.2,1.0,0.5,1.7,2.2,0.45,0.373,0.868,0.524,3.0,8.1,1816.0,258.0,433.0,69.0,33.0,19.8,0.573,28.0,1.5,9.5,5.4,26.7,1.3,1.1,6.8,5.9,2.1,8.1,0.147,4.1,-1.0,3.1,3.4,5.96,536286.0,1277624.0,Other,Elite Scorer (25+ PPG),Above Average (2-4 VORP),0,1,0,0,2023
Jalen Duren,2023-24,DET,C,20.0,61.0,60.0,98.4,,4330680.0,"$4,330,680",262.0,29.1,13.8,11.6,2.4,0.5,0.8,2.1,3.1,0.619,0.0,0.79,0.619,0.0,0.1,841.0,709.0,147.0,33.0,47.0,18.7,0.653,18.5,11.8,33.0,22.2,12.7,0.9,2.3,16.7,3.0,1.8,4.8,0.13,-0.2,0.1,-0.1,0.9,3.19,902225.0,4811867.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Jordan Hawkins,2023-24,NOP,SG,21.0,67.0,10.0,14.9,,4310196.0,"$4,310,196",264.0,17.3,7.8,2.2,1.0,0.3,0.1,0.6,1.1,0.382,0.366,0.838,0.501,1.6,4.4,524.0,148.0,70.0,19.0,7.0,10.2,0.533,19.9,2.8,11.3,7.1,8.2,0.8,0.6,7.5,0.3,1.0,1.3,0.053,-1.3,-1.7,-3.1,-0.3,1.81,3315535.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Zeke Nnaji,2023-24,DEN,PF,23.0,58.0,0.0,0.0,,4306281.0,"$4,306,281",265.0,9.9,3.2,2.2,0.6,0.3,0.7,0.5,1.4,0.463,0.261,0.677,0.483,0.1,0.4,186.0,126.0,32.0,15.0,38.0,12.4,0.528,15.4,12.1,12.2,12.1,7.0,1.3,5.6,13.3,0.4,0.8,1.2,0.099,-3.8,0.1,-3.7,-0.2,0.74,3588568.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Immanuel Quickley,2023-24,2TM,SG,24.0,68.0,38.0,55.9,,4171548.0,"$4,171,548",266.0,29.2,17.0,3.8,4.9,0.7,0.1,1.5,1.8,0.434,0.395,0.853,0.53,2.5,6.4,1156.0,259.0,331.0,50.0,10.0,16.7,0.577,23.8,0.9,13.7,7.2,24.6,1.2,0.5,9.2,3.5,1.2,4.7,0.115,2.2,-0.9,1.3,1.7,4.08,887563.0,2453852.0,Other,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
Immanuel Quickley,2023-24,NYK,SG,24.0,30.0,0.0,0.0,,4171548.0,"$4,171,548",266.0,24.0,15.0,2.6,2.5,0.5,0.1,1.0,1.5,0.454,0.395,0.872,0.549,2.1,5.4,450.0,77.0,74.0,16.0,3.0,17.1,0.598,24.4,0.8,11.3,6.0,15.9,1.1,0.4,7.6,1.6,0.6,2.2,0.149,2.7,-0.2,2.5,0.8,3.6,1896158.0,5214435.0,Other,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
Immanuel Quickley,2023-24,TOR,PG,24.0,38.0,38.0,100.0,,4171548.0,"$4,171,548",266.0,33.3,18.6,4.8,6.8,0.9,0.2,1.8,2.0,0.422,0.395,0.841,0.518,2.8,7.1,706.0,182.0,257.0,34.0,7.0,16.5,0.564,23.5,1.0,15.1,7.9,29.5,1.3,0.5,10.1,1.9,0.6,2.5,0.095,1.9,-1.3,0.6,0.8,4.46,1668619.0,5214435.0,Other,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
Chris Duarte,2023-24,SAC,SF,26.0,59.0,11.0,18.6,,4124400.0,"$4,124,400",267.0,12.2,3.9,1.8,0.7,0.5,0.1,0.4,1.4,0.381,0.346,0.788,0.486,0.7,2.2,230.0,106.0,44.0,28.0,8.0,8.4,0.512,14.9,4.0,12.7,8.3,7.8,1.9,1.0,10.4,0.0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2,0.95,5892000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Ochai Agbaji,2023-24,UTA,SG,23.0,51.0,10.0,19.6,,4114200.0,"$4,114,200",268.0,19.7,5.4,2.5,0.9,0.5,0.6,0.7,1.3,0.426,0.331,0.75,0.52,0.9,2.8,274.0,126.0,47.0,27.0,29.0,8.1,0.531,12.2,3.9,9.9,6.9,6.1,1.3,2.6,11.7,0.1,0.3,0.4,0.019,-2.5,-0.5,-3.0,-0.3,1.31,10285500.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Ochai Agbaji,2023-24,2TM,SG,23.0,78.0,28.0,35.9,,4114200.0,"$4,114,200",268.0,21.0,5.8,2.8,1.1,0.6,0.6,0.8,1.5,0.411,0.294,0.661,0.483,0.8,2.7,455.0,216.0,83.0,47.0,44.0,7.7,0.497,13.4,4.9,9.6,7.2,6.6,1.4,2.4,12.3,-0.5,0.6,0.1,0.002,-3.5,-0.9,-4.4,-1.0,1.41,41142000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Ochai Agbaji,2023-24,TOR,SG,23.0,27.0,18.0,66.7,,4114200.0,"$4,114,200",268.0,23.6,6.7,3.3,1.3,0.7,0.6,1.1,1.9,0.391,0.217,0.611,0.432,0.6,2.6,181.0,90.0,36.0,20.0,15.0,7.1,0.453,15.4,6.6,9.0,7.8,7.4,1.5,2.1,13.1,-0.6,0.3,-0.3,-0.024,-5.0,-1.5,-6.5,-0.7,1.63,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Kobe Bufkin,2023-24,ATL,SG,20.0,17.0,0.0,0.0,,4094244.0,"$4,094,244",269.0,11.5,4.8,1.9,1.6,0.4,0.3,0.6,1.2,0.37,0.225,0.5,0.418,0.5,2.4,81.0,33.0,27.0,7.0,5.0,9.1,0.424,22.4,3.2,15.6,9.2,19.3,1.7,2.3,9.5,-0.3,0.1,-0.1,-0.031,-4.3,-0.2,-4.5,-0.1,1.17,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Payton Pritchard,2023-24,BOS,PG,26.0,82.0,5.0,6.1,,4037277.0,"$4,037,277",270.0,22.3,9.6,3.2,3.4,0.5,0.1,0.7,1.3,0.468,0.385,0.821,0.583,1.8,4.7,787.0,265.0,281.0,39.0,6.0,15.3,0.597,17.2,4.3,11.1,7.8,20.7,1.1,0.3,8.5,4.2,1.9,6.1,0.16,1.3,-0.2,1.0,1.4,2.38,661849.0,2883769.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Seth Curry,2023-24,2TM,SG,33.0,44.0,4.0,9.1,,4000000.0,"$4,000,000",271.0,14.0,5.1,1.5,1.0,0.5,0.1,0.5,0.9,0.392,0.352,0.903,0.485,0.9,2.5,226.0,68.0,44.0,22.0,6.0,9.9,0.519,16.8,3.2,9.0,6.1,9.7,1.7,0.9,8.8,0.1,0.4,0.5,0.04,-2.6,-0.6,-3.3,-0.2,1.27,8000000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Dwight Powell,2023-24,DAL,C,32.0,63.0,9.0,14.3,,4000000.0,"$4,000,000",271.0,13.3,3.3,3.4,1.3,0.4,0.3,0.5,1.8,0.679,0.333,0.708,0.684,0.0,0.0,208.0,214.0,84.0,26.0,20.0,14.5,0.716,9.1,12.7,15.2,14.0,12.4,1.5,2.1,18.1,2.2,0.9,3.1,0.181,-1.1,0.8,-0.3,0.4,0.82,1290323.0,10000000.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Seth Curry,2023-24,DAL,SG,33.0,36.0,3.0,8.3,,4000000.0,"$4,000,000",271.0,12.7,4.3,1.4,0.8,0.5,0.1,0.4,0.9,0.372,0.363,0.895,0.472,0.8,2.2,154.0,52.0,30.0,17.0,3.0,8.6,0.502,15.9,3.6,8.8,6.2,8.4,1.8,0.6,9.4,-0.1,0.4,0.3,0.034,-3.2,-0.9,-4.0,-0.2,1.08,13333333.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Moses Moody,2023-24,GSW,SG,21.0,66.0,9.0,13.6,,3918480.0,"$3,918,480",274.0,17.5,8.1,3.0,0.9,0.6,0.4,0.7,1.4,0.462,0.36,0.785,0.548,1.1,3.0,533.0,196.0,57.0,42.0,24.0,13.7,0.578,18.4,6.2,12.1,9.2,6.7,1.8,1.9,8.7,1.2,1.2,2.4,0.101,-0.2,0.1,-0.1,0.6,2.07,1632700.0,6530800.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Mark Williams,2023-24,CHO,C,22.0,19.0,19.0,100.0,,3908160.0,"$3,908,160",275.0,26.7,12.7,9.7,1.2,0.8,1.1,0.9,2.6,0.649,,0.719,0.649,0.0,0.0,242.0,184.0,22.0,16.0,20.0,22.5,0.675,17.1,16.3,24.6,20.4,6.8,1.6,3.7,8.7,1.6,0.5,2.1,0.198,1.6,-0.8,0.8,0.3,3.25,1861029.0,13027200.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Jaden McDaniels,2023-24,MIN,SF,23.0,72.0,71.0,98.6,DEF2,3901399.0,"$3,901,399",276.0,29.2,10.5,3.1,1.4,0.9,0.6,1.2,3.0,0.489,0.337,0.722,0.557,1.2,3.5,757.0,224.0,101.0,63.0,42.0,9.4,0.571,15.7,3.2,8.7,6.0,6.8,1.5,1.8,11.6,0.3,3.1,3.4,0.077,-3.3,0.7,-2.6,-0.3,2.69,1147470.0,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2023
Keyonte George,2023-24,UTA,PG,20.0,75.0,44.0,58.7,,3889776.0,"$3,889,776",277.0,27.0,13.0,2.8,4.4,0.5,0.1,2.5,1.2,0.391,0.334,0.848,0.482,2.0,5.9,974.0,211.0,332.0,36.0,7.0,10.4,0.533,22.8,0.8,10.6,5.7,23.1,0.9,0.3,17.1,-0.4,0.1,-0.3,-0.008,-1.5,-2.9,-4.4,-1.2,3.34,,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2023
Malachi Flynn,2023-24,DET,PG,25.0,24.0,0.0,0.0,,3873024.0,"$3,873,024",278.0,14.3,8.0,1.8,2.1,0.8,0.1,1.1,0.9,0.43,0.316,0.684,0.503,1.0,3.2,192.0,43.0,51.0,19.0,2.0,14.4,0.528,26.0,2.6,11.6,7.0,23.3,2.7,0.5,12.9,-0.1,0.3,0.2,0.023,-1.0,-0.3,-1.3,0.1,2.07,19365120.0,38730240.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Malachi Flynn,2023-24,3TM,PG,25.0,69.0,0.0,0.0,,3873024.0,"$3,873,024",278.0,12.7,5.5,1.7,1.9,0.6,0.1,0.9,1.0,0.418,0.331,0.732,0.505,0.8,2.4,380.0,114.0,130.0,38.0,8.0,11.9,0.533,20.4,2.6,12.0,7.2,21.1,2.1,0.8,15.0,-0.1,0.6,0.5,0.029,-2.0,-0.2,-2.2,0.0,1.42,7746048.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Malachi Flynn,2023-24,TOR,PG,25.0,31.0,0.0,0.0,,3873024.0,"$3,873,024",278.0,15.3,5.1,2.1,2.4,0.6,0.2,1.1,1.4,0.409,0.35,0.773,0.511,0.9,2.6,157.0,65.0,73.0,18.0,6.0,10.1,0.535,16.2,3.0,12.3,7.5,20.3,1.8,1.1,18.4,0.0,0.3,0.2,0.025,-2.8,0.0,-2.7,-0.1,1.32,19365120.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Malachi Flynn,2023-24,NYK,PG,25.0,14.0,0.0,0.0,,3873024.0,"$3,873,024",278.0,4.3,2.2,0.4,0.4,0.1,0.0,0.2,0.2,0.391,0.308,0.818,0.478,0.3,0.9,31.0,6.0,6.0,1.0,0.0,12.5,0.557,22.2,0.0,11.3,5.6,14.1,0.8,0.0,9.7,0.1,0.0,0.1,0.093,-1.7,-0.9,-2.6,0.0,0.57,38730240.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Desmond Bane,2023-24,MEM,SG,25.0,42.0,42.0,100.0,,3845083.0,"$3,845,083",279.0,34.4,23.7,4.4,5.5,1.0,0.5,2.7,2.9,0.464,0.381,0.87,0.552,3.3,8.6,997.0,185.0,230.0,43.0,22.0,18.5,0.589,28.5,2.6,11.8,7.0,29.2,1.5,1.4,11.7,1.8,1.3,3.1,0.102,3.1,-0.3,2.8,1.7,6.16,1240349.0,2261814.0,Other,All-Star (20-25 PPG),Average (0-2 VORP),0,0,0,0,2023
Kevin Love,2023-24,MIA,PF,35.0,55.0,5.0,9.1,,3835738.0,"$3,835,738",281.0,16.8,8.8,6.1,2.1,0.3,0.2,0.9,1.8,0.44,0.344,0.787,0.557,1.5,4.4,485.0,338.0,115.0,18.0,10.0,18.5,0.597,21.9,7.2,34.5,20.7,19.0,1.0,1.1,10.6,1.7,1.6,3.3,0.17,2.7,1.0,3.6,1.3,2.29,1162345.0,2950568.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Russell Westbrook,2023-24,LAC,PG,35.0,68.0,11.0,16.2,6MOY-7,3835738.0,"$3,835,738",281.0,22.5,11.1,5.0,4.5,1.1,0.3,2.1,1.8,0.454,0.273,0.688,0.486,0.6,2.3,754.0,343.0,306.0,74.0,23.0,16.2,0.514,25.2,7.1,17.8,12.7,29.2,2.4,1.4,16.4,0.2,1.9,2.1,0.066,-0.2,0.7,0.5,1.0,2.89,1826542.0,3835738.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Corey Kispert,2023-24,WAS,SF,24.0,80.0,22.0,27.5,,3722040.0,"$3,722,040",284.0,25.8,13.4,2.8,2.0,0.5,0.2,1.2,1.8,0.486,0.383,0.726,0.602,2.3,6.0,1070.0,225.0,156.0,41.0,16.0,12.8,0.62,19.6,1.5,10.3,5.8,10.7,0.9,0.6,10.2,1.7,0.4,2.1,0.048,-0.2,-2.0,-2.1,-0.1,3.6,1772400.0,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2023
AJ Griffin,2023-24,ATL,SF,20.0,20.0,0.0,0.0,,3712920.0,"$3,712,920",285.0,8.6,2.4,0.9,0.3,0.1,0.1,0.4,0.3,0.29,0.256,1.0,0.371,0.5,2.0,48.0,18.0,5.0,1.0,2.0,1.2,0.382,17.3,1.2,10.6,5.7,3.7,0.3,1.1,11.3,-0.4,0.0,-0.4,-0.12,-6.0,-3.5,-9.6,-0.3,0.65,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Jalen Hood-Schifino,2023-24,LAL,SG,20.0,21.0,0.0,0.0,,3695076.0,"$3,695,076",286.0,5.2,1.6,0.6,0.4,0.1,0.1,0.4,0.6,0.222,0.133,0.6,0.244,0.1,0.7,34.0,13.0,8.0,3.0,2.0,-1.5,0.316,24.9,2.1,10.7,6.6,9.1,1.3,1.6,14.3,-0.6,0.1,-0.5,-0.222,-12.4,-3.7,-16.1,-0.4,0.43,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Amir Coffey,2023-24,LAC,SF,26.0,70.0,13.0,18.6,,3666667.0,"$3,666,667",287.0,20.9,6.6,2.1,1.1,0.6,0.2,0.5,1.5,0.472,0.38,0.859,0.571,1.0,2.6,463.0,148.0,76.0,41.0,14.0,10.0,0.604,12.5,2.3,8.9,5.7,6.8,1.4,0.9,7.9,1.6,1.0,2.6,0.084,-1.9,-0.3,-2.2,-0.1,1.8,1410257.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Alperen Şengün,2023-24,HOU,C,21.0,63.0,63.0,100.0,,3536280.0,"$3,536,280",288.0,32.5,21.1,9.3,5.0,1.2,0.7,2.6,3.3,0.537,0.297,0.693,0.553,0.5,1.8,1331.0,589.0,312.0,76.0,46.0,22.0,0.585,27.0,9.5,21.5,15.4,25.2,1.8,2.1,12.5,3.8,3.1,6.9,0.163,3.1,1.7,4.9,3.5,5.97,512504.0,1010366.0,Other,All-Star (20-25 PPG),Above Average (2-4 VORP),0,0,0,0,2023
Tari Eason,2023-24,HOU,PF,22.0,22.0,0.0,0.0,,3527160.0,"$3,527,160",289.0,21.8,9.8,7.0,1.2,1.4,0.9,0.9,2.3,0.466,0.36,0.636,0.513,0.8,2.3,215.0,153.0,27.0,31.0,19.0,17.1,0.528,19.8,10.2,24.2,17.1,8.3,3.1,3.6,8.9,0.3,1.0,1.3,0.125,-0.4,2.0,1.6,0.4,2.78,2713200.0,8817900.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Mike Muscala,2023-24,3TM,C,32.0,53.0,6.0,11.3,,3500000.0,"$3,500,000",291.0,11.3,3.0,2.4,0.7,0.2,0.2,0.4,1.0,0.359,0.292,0.68,0.449,0.5,1.8,157.0,125.0,36.0,9.0,13.0,7.5,0.47,13.4,7.0,15.8,11.3,7.6,0.7,1.8,11.6,-0.2,0.3,0.1,0.009,-3.9,-1.4,-5.3,-0.5,0.86,35000000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Mike Muscala,2023-24,WAS,C,32.0,24.0,2.0,8.3,,3500000.0,"$3,500,000",291.0,14.1,4.0,3.1,0.9,0.2,0.3,0.7,1.3,0.367,0.275,0.75,0.444,0.6,2.1,95.0,75.0,22.0,5.0,7.0,7.6,0.481,14.3,6.8,17.2,11.9,8.2,0.7,1.7,13.9,-0.2,0.1,0.0,-0.005,-4.4,-1.8,-6.2,-0.4,1.14,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Mike Muscala,2023-24,DET,C,32.0,13.0,4.0,30.8,,3500000.0,"$3,500,000",291.0,13.2,3.5,2.2,0.8,0.2,0.4,0.2,1.0,0.341,0.382,0.5,0.489,1.0,2.6,45.0,29.0,10.0,3.0,5.0,8.9,0.492,11.9,6.4,12.6,9.5,7.7,0.8,2.5,4.2,0.1,0.1,0.2,0.049,-1.7,-0.6,-2.2,0.0,1.0,17500000.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Mike Muscala,2023-24,OKC,C,32.0,16.0,0.0,0.0,,3500000.0,"$3,500,000",291.0,5.7,1.1,1.3,0.3,0.1,0.1,0.3,0.5,0.364,0.091,0.0,0.386,0.1,0.7,17.0,21.0,4.0,1.0,1.0,4.3,0.379,12.6,8.9,16.5,12.9,5.3,0.5,1.0,15.1,-0.1,0.1,0.0,-0.017,-6.4,-1.6,-8.0,-0.1,0.31,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Andre Drummond,2023-24,CHI,C,30.0,79.0,10.0,12.7,,3360000.0,"$3,360,000",292.0,17.1,8.4,9.0,0.5,0.9,0.6,1.0,1.8,0.556,0.0,0.592,0.556,0.0,0.0,663.0,708.0,37.0,73.0,48.0,23.0,0.576,21.3,21.5,37.4,29.3,4.1,2.7,3.6,12.3,2.3,2.6,4.9,0.175,0.8,-0.7,0.1,0.7,2.5,685714.0,4800000.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Brandin Podziemski,2023-24,GSW,SG,20.0,74.0,28.0,37.8,ROY-5,3352404.0,"$3,352,404",294.0,26.6,9.2,5.8,3.7,0.8,0.2,1.2,1.6,0.454,0.385,0.633,0.529,1.2,3.2,682.0,427.0,273.0,61.0,14.0,13.0,0.54,15.4,6.6,16.7,11.7,18.1,1.5,0.6,12.2,2.1,2.0,4.1,0.1,-0.5,0.4,-0.1,0.9,2.74,817660.0,3724893.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Dalen Terry,2023-24,CHI,SG,21.0,59.0,2.0,3.4,,3350760.0,"$3,350,760",295.0,11.5,3.1,1.9,1.4,0.5,0.3,0.5,1.4,0.439,0.23,0.581,0.494,0.3,1.3,180.0,113.0,81.0,27.0,18.0,10.2,0.512,13.4,4.7,14.1,9.3,15.6,2.0,2.7,15.4,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0.0,0.93,4188450.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Jake LaRavia,2023-24,MEM,PF,22.0,35.0,6.0,17.1,,3199920.0,"$3,199,920",297.0,23.0,10.8,3.7,1.7,0.8,0.3,1.3,2.0,0.389,0.34,0.826,0.477,1.5,4.5,379.0,128.0,58.0,29.0,12.0,12.6,0.54,21.1,6.7,10.9,8.7,11.1,1.8,1.4,11.4,0.3,0.8,1.0,0.062,-1.4,-1.0,-2.5,-0.1,3.38,3199920.0,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2023
Jae Crowder,2023-24,MIL,PF,33.0,50.0,25.0,50.0,,3196448.0,"$3,196,448",298.0,23.1,6.2,3.2,1.3,0.8,0.2,0.5,1.5,0.422,0.349,0.722,0.53,1.2,3.3,312.0,161.0,66.0,38.0,9.0,8.9,0.546,11.5,3.0,12.1,7.6,7.2,1.6,0.7,7.4,0.6,1.0,1.6,0.065,-2.6,0.0,-2.6,-0.2,1.94,1997780.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Eric Gordon,2023-24,PHO,SG,35.0,68.0,24.0,35.3,,3196448.0,"$3,196,448",298.0,27.8,11.0,1.8,2.0,1.0,0.4,1.1,1.2,0.443,0.378,0.797,0.565,2.2,5.8,749.0,122.0,139.0,66.0,30.0,10.8,0.58,16.5,1.0,6.0,3.6,10.0,1.7,1.4,10.2,1.0,1.5,2.5,0.063,-1.3,-0.5,-1.7,0.1,3.44,1278579.0,31964480.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Patrick Beverley,2023-24,2TM,PG,35.0,73.0,13.0,17.8,,3196448.0,"$3,196,448",298.0,20.0,6.2,3.3,2.9,0.6,0.4,0.9,1.8,0.417,0.337,0.822,0.497,0.8,2.5,451.0,239.0,212.0,43.0,31.0,11.6,0.539,14.3,3.7,14.3,9.0,19.0,1.4,1.9,13.4,1.2,1.5,2.7,0.09,-1.5,0.5,-1.1,0.3,1.94,1183870.0,10654827.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
